Fault Code,Total_Occurrences
Cable break at valve drive right forward (E.C. 5110),440
Cable break at valve drive right forward (E.C. 5110),440
Cable break at valve drive right forward (E.C. 5110),440
Cable break at valve drive right forward (E.C. 5110),440
Cable break at valve drive right forward (E.C. 5110),440
Cable break at valve drive right forward (E.C. 5110),440
Cable break at valve drive right forward (E.C. 5110),440
Cable break at valve drive right forward (E.C. 5110),440
Cable break at valve drive right forward (E.C. 5110),440
Cable break at valve drive right forward (E.C. 5110),440
Cable break at valve drive right forward (E.C. 5110),440
Cable break at valve drive right forward (E.C. 5110),440
Cable break at valve drive right forward (E.C. 5110),440
Cable break at valve drive right forward (E.C. 5110),440
Cable break at valve drive right forward (E.C. 5110),440
Cable break at valve drive right forward (E.C. 5110),440
Cable break at valve drive right forward (E.C. 5110),440
Cable break at valve drive right forward (E.C. 5110),440
Cable break at valve drive right forward (E.C. 5110),440
Cable break at valve drive right forward (E.C. 5110),440
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Safety relevant warning: Swing will be disabled after 48 hours! (E.C. 1659),422
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Communication Error: Auxiliary Controller (E.C. 530),420
Cable Break - RH - Pump Control Pressure (E.C. 3650),397
Cable Break - RH - Pump Control Pressure (E.C. 3650),397
Cable Break - RH - Pump Control Pressure (E.C. 3650),397
Communication Error: RH Engine Controller (E.C. 520),397
Communication Error: RH Engine Controller (E.C. 520),397
Communication Error: RH Engine Controller (E.C. 520),397
Cable Break - RH - Pump Control Pressure (E.C. 3650),397
Communication Error: RH Engine Controller (E.C. 520),397
Communication Error: RH Engine Controller (E.C. 520),397
Communication Error: RH Engine Controller (E.C. 520),397
Communication Error: RH Engine Controller (E.C. 520),397
Cable Break - RH - Pump Control Pressure (E.C. 3650),397
Communication Error: RH Engine Controller (E.C. 520),397
Cable Break - RH - Pump Control Pressure (E.C. 3650),397
Cable Break - RH - Pump Control Pressure (E.C. 3650),397
Cable Break - RH - Pump Control Pressure (E.C. 3650),397
Communication Error: RH Engine Controller (E.C. 520),397
Cable Break - RH - Pump Control Pressure (E.C. 3650),397
Communication Error: RH Engine Controller (E.C. 520),397
Cable Break - RH - Pump Control Pressure (E.C. 3650),397
Cable Break - RH - Pump Control Pressure (E.C. 3650),397
Cable Break - RH - Pump Control Pressure (E.C. 3650),397
Cable Break - RH - Pump Control Pressure (E.C. 3650),397
Communication Error: RH Engine Controller (E.C. 520),397
Communication Error: RH Engine Controller (E.C. 520),397
Cable Break - RH - Pump Control Pressure (E.C. 3650),397
Cable Break - RH - Pump Control Pressure (E.C. 3650),397
Communication Error: RH Engine Controller (E.C. 520),397
Cable Break - RH - Pump Control Pressure (E.C. 3650),397
Communication Error: RH Engine Controller (E.C. 520),397
Communication Error: RH Engine Controller (E.C. 520),397
Cable Break - RH - Pump Control Pressure (E.C. 3650),397
Communication Error: RH Engine Controller (E.C. 520),397
Cable Break - RH - Pump Control Pressure (E.C. 3650),397
Cable Break - RH - Pump Control Pressure (E.C. 3650),397
Communication Error: RH Engine Controller (E.C. 520),397
Cable Break - RH - Pump Control Pressure (E.C. 3650),397
Communication Error: RH Engine Controller (E.C. 520),397
Cable Break - RH - Pump Control Pressure (E.C. 3650),397
Cable Break - RH - Pump Control Pressure (E.C. 3650),397
Communication Error: RH Engine Controller (E.C. 520),397
Communication Error: RH Engine Controller (E.C. 520),397
Communication Error: RH Engine Controller (E.C. 520),397
Cable Break - RH - Pump Control Pressure (E.C. 3650),397
Cable Break - RH - Pump Control Pressure (E.C. 3650),397
Communication Error: RH Engine Controller (E.C. 520),397
Communication Error: RH Engine Controller (E.C. 520),397
Communication Error: RH Engine Controller (E.C. 520),397
Communication Error: RH Engine Controller (E.C. 520),397
Communication Error: RH Engine Controller (E.C. 520),397
Communication Error: RH Engine Controller (E.C. 520),397
Communication Error: RH Engine Controller (E.C. 520),397
Cable Break - RH - Pump Control Pressure (E.C. 3650),397
Cable Break - RH - Pump Control Pressure (E.C. 3650),397
Communication Error: RH Engine Controller (E.C. 520),397
Cable Break - RH - Pump Control Pressure (E.C. 3650),397
Communication Error: RH Engine Controller (E.C. 520),397
Communication Error: RH Engine Controller (E.C. 520),397
Communication Error: RH Engine Controller (E.C. 520),397
Communication Error: RH Engine Controller (E.C. 520),397
UPC line A pressure fault (E.C. 4090),381
UPC line A pressure fault (E.C. 4090),381
UPC line A pressure fault (E.C. 4090),381
UPC line A pressure fault (E.C. 4090),381
UPC line A pressure fault (E.C. 4090),381
UPC line A pressure fault (E.C. 4090),381
UPC line A pressure fault (E.C. 4090),381
UPC line A pressure fault (E.C. 4090),381
UPC line A pressure fault (E.C. 4090),381
UPC line A pressure fault (E.C. 4090),381
UPC line A pressure fault (E.C. 4090),381
UPC line A pressure fault (E.C. 4090),381
UPC line A pressure fault (E.C. 4090),381
UPC line A pressure fault (E.C. 4090),381
UPC line A pressure fault (E.C. 4090),381
UPC line A pressure fault (E.C. 4090),381
UPC line A pressure fault (E.C. 4090),381
UPC line A pressure fault (E.C. 4090),381
UPC line A pressure fault (E.C. 4090),381
UPC line A pressure fault (E.C. 4090),381
UPC line A pressure fault (E.C. 4090),381
UPC line A pressure fault (E.C. 4090),381
UPC line A pressure fault (E.C. 4090),381
UPC line A pressure fault (E.C. 4090),381
UPC line A pressure fault (E.C. 4090),381
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
Communication Error: LH Engine Controller (E.C. 510),377
RH Amber Warning Lamp Status (E.C. 3510),374
RH Amber Warning Lamp Status (E.C. 3510),374
RH Amber Warning Lamp Status (E.C. 3510),374
RH Amber Warning Lamp Status (E.C. 3510),374
RH Amber Warning Lamp Status (E.C. 3510),374
RH Amber Warning Lamp Status (E.C. 3510),374
RH Amber Warning Lamp Status (E.C. 3510),374
RH Amber Warning Lamp Status (E.C. 3510),374
RH Amber Warning Lamp Status (E.C. 3510),374
RH Amber Warning Lamp Status (E.C. 3510),374
RH Amber Warning Lamp Status (E.C. 3510),374
RH Amber Warning Lamp Status (E.C. 3510),374
RH Amber Warning Lamp Status (E.C. 3510),374
RH Amber Warning Lamp Status (E.C. 3510),374
RH Amber Warning Lamp Status (E.C. 3510),374
RH Amber Warning Lamp Status (E.C. 3510),374
RH Amber Warning Lamp Status (E.C. 3510),374
RH Amber Warning Lamp Status (E.C. 3510),374
RH Amber Warning Lamp Status (E.C. 3510),374
RH Amber Warning Lamp Status (E.C. 3510),374
Communication with machine could not be established:Abnormal Update Rate,373
Communication with machine could not be established:Abnormal Update Rate,373
Communication with machine could not be established:Abnormal Update Rate,373
Communication with machine could not be established:Abnormal Update Rate,373
Communication with machine could not be established:Abnormal Update Rate,373
Communication with machine could not be established:Abnormal Update Rate,373
Communication with machine could not be established:Abnormal Update Rate,373
Communication with machine could not be established:Abnormal Update Rate,373
Communication with machine could not be established:Abnormal Update Rate,373
Communication with machine could not be established:Abnormal Update Rate,373
Communication with machine could not be established:Abnormal Update Rate,373
Communication with machine could not be established:Abnormal Update Rate,373
Communication with machine could not be established:Abnormal Update Rate,373
Communication with machine could not be established:Abnormal Update Rate,373
Communication with machine could not be established:Abnormal Update Rate,373
Communication with machine could not be established:Abnormal Update Rate,373
Communication with machine could not be established:Abnormal Update Rate,373
Communication with machine could not be established:Abnormal Update Rate,373
Cable break at main pump 3 pressure sensor (E.C. 1740),369
Cable break at main pump 4 pressure sensor (E.C. 1760),369
Cable break at main pump 3 pressure sensor (E.C. 1740),369
Cable break at main pump 4 pressure sensor (E.C. 1760),369
Cable break at main pump 3 pressure sensor (E.C. 1740),369
Cable break at main pump 4 pressure sensor (E.C. 1760),369
Cable break at main pump 3 pressure sensor (E.C. 1740),369
Cable break at main pump 4 pressure sensor (E.C. 1760),369
Cable break at main pump 4 pressure sensor (E.C. 1760),369
Cable break at main pump 3 pressure sensor (E.C. 1740),369
Cable break at main pump 4 pressure sensor (E.C. 1760),369
Cable break at main pump 3 pressure sensor (E.C. 1740),369
Cable break at main pump 3 pressure sensor (E.C. 1740),369
Cable break at main pump 4 pressure sensor (E.C. 1760),369
Cable break at main pump 4 pressure sensor (E.C. 1760),369
Cable break at main pump 4 pressure sensor (E.C. 1760),369
Cable break at main pump 3 pressure sensor (E.C. 1740),369
Cable break at main pump 3 pressure sensor (E.C. 1740),369
Cable break at main pump 4 pressure sensor (E.C. 1760),369
Cable break at main pump 3 pressure sensor (E.C. 1740),369
Cable break at main pump 4 pressure sensor (E.C. 1760),369
Cable break at main pump 4 pressure sensor (E.C. 1760),369
Cable break at main pump 3 pressure sensor (E.C. 1740),369
Cable break at main pump 4 pressure sensor (E.C. 1760),369
Cable break at main pump 3 pressure sensor (E.C. 1740),369
Cable break at main pump 3 pressure sensor (E.C. 1740),369
Cable break at main pump 4 pressure sensor (E.C. 1760),369
Cable break at main pump 3 pressure sensor (E.C. 1740),369
Cable break at main pump 4 pressure sensor (E.C. 1760),369
Cable break at main pump 4 pressure sensor (E.C. 1760),369
Cable break at main pump 3 pressure sensor (E.C. 1740),369
Cable break at main pump 3 pressure sensor (E.C. 1740),369
Cable break at main pump 4 pressure sensor (E.C. 1760),369
Cable break at main pump 4 pressure sensor (E.C. 1760),369
Cable break at main pump 3 pressure sensor (E.C. 1740),369
Cable break at main pump 3 pressure sensor (E.C. 1740),369
Cable break at main pump 3 pressure sensor (E.C. 1740),369
Cable break at main pump 4 pressure sensor (E.C. 1760),369
Cable break at main pump 4 pressure sensor (E.C. 1760),369
Cable break at main pump 3 pressure sensor (E.C. 1740),369
Cable break at main pump 4 pressure sensor (E.C. 1760),369
Cable break at main pump 3 pressure sensor (E.C. 1740),369
